31.90115183	20.78552846	169	3
31.49801047	23.84406504	100	3
30.62837696	24.53089431	126	3
32.04743455	26.35886179	189	3
31.36670157	25.90276423	150	3
28.31204188	23.82260163	107	3
27.82020942	22.26829268	71	3
26.45183246	24.20894309	78	3
26.72020942	24.18747967	62	4
28.43298429	25.53788618	98	3
33.00460733	15.65934959	23	3
27.64743455	27.34081301	90	3
24.97633508	23.43268293	114	3
25.5626178	21.79430894	79	3
19.6721466	10.54211382	81	3
17.57120419	9.139837398	110	3
17.28554974	9.9	70	3
4.052146597	4.598536585	59	5
3.995706806	4.128130081	52	5
4.333193717	3.881300813	30	5
4.523246073	3.77398374	27	5
4.783560209	4.11203252	73	5
3.763036649	1.418373984	0	5
5.395183246	2.439674797	37	5
6.329319372	2.155284553	9	5
6.523979058	2.956585366	13	5
6.382303665	3.743577236	26	5
6.278638743	4.931219512	92	5
4.630366492	5.34796748	27	4
4.637277487	6.998861789	13	4
5.875497382	7.297560976	13	1
6.263664921	7.143739837	10	2
6.199162304	5.387317073	50	1
6.120837696	3.684552846	40	4
6.338534031	2.015772358	6	1
6.491727749	0.237886179	17	1
7.607853403	0.668943089	6	1
8.169947644	2.470081301	45	4
8.178010471	4.380325203	89	4
7.875078534	6.242276423	28	4
9.106387435	7.115121951	22	4
9.266492147	5.458861789	39	4
9.668481675	3.639837398	27	4
9.678848168	1.922764228	6	4
9.30565445	0	16	4
11.13015707	2.303739837	3	4
10.90670157	4.088780488	15	4
10.57151832	5.900650407	42	4
10.47591623	7.109756098	26	4
11.77748691	6.834308943	19	4
11.76020942	4.988455285	19	4
11.90994764	3.155121951	7	4
13.31172775	2.827804878	7	4
13.14816754	4.623577236	12	4
13.41769634	6.28699187	27	1
14.66743455	7.181300813	43	2
14.62366492	5.408780488	27	4
14.28272251	3.684552846	13	4
14.50272251	1.901300813	18	1
15.85497382	2.42	15	4
15.77319372	4.215772358	33	4
15.95863874	5.982926829	79	1
17.11853403	4.514471545	28	1
17.15769634	2.867154472	4	2
17.72324607	1.303902439	8	1
18.2104712	4.126341463	8	1
18.46617801	5.47495935	35	4
18.20010471	7.093658537	115	3
17.37769634	6.281626016	69	5
19.43371728	5.004552846	10	4
20.42659686	6.490894309	14	4
19.37727749	7.524715447	67	5
19.59036649	8.540650407	82	3
19.81497382	11.12162602	40	1
19.58691099	12.8995122	33	4
19.52010471	13.39138211	41	2
18.77602094	14.84373984	24	1
20.62240838	14.82227642	25	1
21.08198953	13.20894309	39	5
21.23748691	11.69577236	22	4
21.37340314	9.994796748	15	5
21.83183246	8.717723577	4	4
20.74680628	7.89495935	20	4
21.96774869	15.23723577	36	4
23.36146597	15.36422764	57	4
24.73560209	15.27479675	85	3
24.70680628	13.51300813	58	4
23.33727749	13.56845528	29	3
22.54020942	13.14276423	70	3
22.3582199	12.40227642	28	3
22.46188482	10.89447154	9	4
23.70701571	11.71186992	13	5
22.93183246	9.479674797	3	4
24.20921466	10.3095935	9	4
25.54303665	9.823089431	25	4
26.90565445	9.524390244	28	3
26.76628272	11.6295935	169	3
26.05905759	8.617560976	27	3
24.9982199	11.78878049	65	3
5.766073298	15.82211382	6	2
6.60460733	17.27626016	3	4
7.365968586	18.67853659	4	2
8.529319372	19.64081301	6	2
9.728376963	20.03252033	4	2
8.767748691	21.35252033	2	2
9.113298429	22.96585366	1	4
10.2121466	23.50780488	3	2
10.70743455	23.43447154	9	4
10.91361257	21.46341463	9	2
10.61068063	20.2203252	5	2
9.939162304	21.61723577	1	2
8.956649215	18.98260163	9	2
9.931099476	19.02731707	4	4
10.63947644	17.65723577	28	4
9.568272251	17.39609756	14	4
8.184921466	16.93284553	44	2
7.398219895	15.79528455	40	2
8.590366492	15.95447154	36	2
10.25591623	15.86146341	24	4
12.14837696	17.15463415	32	4
11.97675393	18.5300813	0	4
11.97329843	20.03788618	8	1
13.27947644	20.10943089	16	4
13.31863874	18.41918699	12	4
13.41424084	16.77902439	14	2
14.56031414	17.09918699	11	2
16.12565445	16.04390244	14	2
16.36408377	17.8504065	14	2
16.20052356	19.65154472	25	4
14.66743455	18.50146341	32	3
14.65937173	13.75626016	32	4
16.32492147	21.35788618	14	5
17.81539267	21.60650407	23	1
17.43874346	19.85544715	30	2
17.50554974	18.06504065	28	4
17.56314136	16.28715447	16	4
18.92230366	16.22097561	20	1
18.76219895	18.01495935	43	1
18.73685864	19.77853659	60	4
18.93612565	21.58504065	47	4
18.93612565	23.66699187	24	2
17.75204188	23.2198374	21	4
16.43549738	23.03203252	27	4
15.29287958	23.61691057	19	4
15.17539267	21.88910569	31	4
13.9982199	22.06439024	16	1
13.77361257	23.81186992	13	1
12.43979058	23.75642276	9	1
11.54366492	21.82829268	5	2
10.75005236	26.16926829	4	2
10.68554974	28.88260163	18	1
12.8095288	29.39056911	23	1
12.50429319	26.34097561	41	2
14.56376963	26.72731707	43	2
14.54188482	29.08113821	66	1
10.40795812	31.36878049	3	2
12.20827225	32.15934959	11	2
14.54994764	32.10390244	33	4
16.5921466	32.25235772	152	3
16.21089005	29.54081301	124	3
16.42743455	27.06	66	3
16.84439791	25.04780488	25	4
19.15382199	25.90097561	41	4
21.27434555	25.77577236	59	4
23.7173822	24.23398374	42	3
24.16890052	28.37105691	93	3
23.24052356	31.55479675	276	3
21.93204188	28.20471545	90	4
21.7765445	29.23674797	173	3
21.27089005	30.40829268	308	3
20.05801047	27.68065041	97	4
18.13905759	28.13138211	56	4
17.87298429	30.46731707	77	5
19.12848168	31.05934959	155	3
18.37403141	32.90520325	103	3
26.03717277	25.57902439	93	3
26.66031414	27.51252033	153	3
25.39329843	31.5404878	171	3
27.39633508	31.55658537	194	3
29.92575916	32.28634146	173	3
31.53717277	32.55642276	136	3
28.82	29.13658537	104	4
26.86649215	29.87170732	105	3
30.92900524	28.82178862	225	3
20.71109948	32.99821138	93	1
16.6808377	22.70113821	20	5
16.49193717	24.2697561	30	5
11.92376963	30.64439024	31	5
10.47591623	29.35837398	29	5
12.10575916	27.39089431	19	5
16.07267016	10.04308943	61	5
11.68188482	2.972682927	8	5
20.46230366	6.369268293	8	5
7.975287958	10.18796748	7	5
5.388272251	6.734146341	40	5
7.120628272	3.586178862	25	5
6.893717277	4.591382114	44	4
8.814973822	3.491382114	48	5
