0.085235602	1.396910569	5	4
1.581465969	1.307479675	11	4
1.521570681	3.203414634	28	4
0	3.196260163	4	2
1.208272251	3.804390244	12	4
1.897068063	4.879349593	6	2
3.320732984	6.469430894	15	4
2.744816754	6.603577236	7	2
3.119162304	4.104878049	22	4
3.378324607	3.160487805	7	4
4.875706806	1.600813008	6	5
4.656858639	3.389430894	14	1
2.795497382	7.102601626	2	1
4.061361257	7.79300813	7	4
5.830575916	7.760813008	5	4
5.502303665	8.758861789	8	1
6.75895288	8.771382114	16	4
7.526073298	10.0895935	6	1
6.313193717	10.73886179	0	4
5.28921466	8.23300813	6	1
2.863455497	10.7299187	2	1
3.799895288	10.76390244	4	4
4.115497382	11.11268293	5	1
5.460837696	11.50796748	5	5
6.191099476	15.45902439	15	1
6.490575916	14.24634146	29	4
6.212984293	15.43756098	12	4
6.09434555	13.14455285	10	4
5.461989529	13.04439024	9	2
5.699267016	13.04439024	6	2
6.412251309	12.1304065	7	2
8.067434555	11.13593496	11	4
8.412984293	9.354471545	10	1
8.118115183	8.227642276	24	4
9.421989529	8.041626016	15	4
10.74429319	7.710731707	24	1
10.47015707	9.595934959	20	4
9.271099476	9.728292683	18	4
9.303350785	11.44894309	29	1
9.234240838	12.89593496	39	4
7.911937173	13.03186992	18	4
8.127329843	14.93138211	37	1
8.923246073	14.77398374	49	4
9.74104712	16.08146341	21	4
10.89633508	14.86520325	45	4
10.43790576	13.66325203	45	4
10.7339267	12.16081301	49	4
12.24513089	11.57593496	57	4
12.30732984	9.887479675	34	4
12.25895288	7.998699187	45	4
13.47874346	8.01300813	71	4
13.51099476	9.894634146	54	4
13.22534031	11.36487805	61	4
12.32460733	14.63804878	50	4
12.24397906	15.69333333	29	4
13.45109948	15.41430894	17	4
13.70910995	13.78845528	30	4
15.25486911	12.6204878	37	4
14.68125654	15.11382114	21	4
14.80680628	15.99918699	18	4
15.89183246	17.20829268	18	4
16.5	15.5001626	23	3
17.81539267	15.48585366	17	1
14.33109948	7.742926829	65	4
15.08094241	7.760813008	56	4
16.03350785	9.576260163	79	4
17.09780105	9.871382114	62	1
19.08471204	10.8300813	78	1
18.87507853	11.82097561	44	5
18.49958115	13.1499187	28	5
18.03539267	13.58276423	24	4
16.46890052	13.26796748	36	1
16.3295288	11.95512195	35	4
17.3834555	12.40585366	32	5
14.71811518	10.37219512	93	4
19.63183246	19.12211382	93	3
19.68136126	21.34357724	43	4
19.66753927	23.11609756	25	4
20.68921466	22.93544715	25	4
21.2086911	20.96439024	88	3
21.89287958	20.54764228	84	3
21.58303665	19.53349593	53	3
20.51874346	19.15073171	64	4
20.88732984	17.96845528	41	4
19.80921466	17.54634146	37	4
19.74701571	16.24243902	20	4
21.18565445	16.42487805	26	4
22.76827225	15.75772358	46	4
24.19539267	15.77382114	55	4
24.29329843	16.9596748	43	4
26.3147644	16.36406504	69	4
27.25696335	17.51056911	46	3
25.6904712	18.82878049	40	4
24.66994764	19.17577236	35	1
24.69413613	20.3598374	45	4
23.6747644	20.08260163	43	4
23.15298429	19.27056911	40	4
24.27141361	18.60878049	32	4
23.28429319	17.79853659	31	4
21.87675393	22.12699187	78	3
22.99979058	23.18227642	42	3
25.07078534	22.08585366	67	4
26.11664921	21.77284553	52	2
25.9565445	20.19886179	54	3
29.05036649	10.36504065	27	4
30.46942408	9.975121951	11	1
30.42680628	11.6403252	14	1
32.03937173	9.982276423	11	3
29.21162304	11.48829268	49	3
27.71884817	13.15170732	104	3
29.94534031	12.57756098	51	3
31.30335079	13.89934959	17	3
30.43602094	15.45186992	8	4
30.03172775	15.75235772	38	3
28.37078534	16.85235772	76	3
28.45256545	17.03121951	62	3
29.32680628	17.58926829	68	3
28.58041885	19.31528455	46	4
30.04670157	19.84292683	53	3
29.96492147	21.60292683	57	3
31.90575916	20.76406504	165	3
